,content,date,event,geo,language,sentiment,source,targets,uri
311,RT @ShujaRabbani: #Tabla - a North Indian percussion used on several tracks in #LipService. Download/stream it on @amazon here… ,2017-09-13 06:56:17,Other,,en,0.0,twitter,[],https://twitter.com/undefined/status/907860468517109761
312,@facebook just made a frame for marriage equality on my /tomasfordfans page - any chance you can speed this through approval?,2017-09-13 06:56:15,Other,"Perth, Western Australia",en,0.0,twitter,[],https://twitter.com/undefined/status/907860459667177472
313,"RT @timesofindia: Funniest reactions to @Apple's #iPhone8, #iPhoneX and Apple Watch 3 launch https://t.co/6OVLXtkhzb https://t.co/lX6oefnepc",2017-09-13 06:56:13,Release,Not made in California ,en,0.0,twitter,[],https://twitter.com/undefined/status/907860450402029568
314,@mgajia @00Curt00 @Apple Me too. 12000mAh so one charge of it does my phone three times approx,2017-09-13 06:56:13,Other,Anywhere but here,en,0.0,twitter,"[{'sentiment': 0, 'label': 'phone'}]",https://twitter.com/undefined/status/907860452650242048
315,@alshebah @Apple @AppleSupport @Applewd Fuck off. This is way better. Shut it.,2017-09-13 06:56:13,Other,"Jerusalem, Israel 🇮🇱",en,0.0,twitter,[],https://twitter.com/undefined/status/907860452906061824
316,RT @ShujaRabbani: #Tabla - a North Indian percussion used on several tracks in #LipService. Download/stream it on @amazon here… ,2017-09-13 06:56:13,Other,"Duluth, MN",en,0.0,twitter,[],https://twitter.com/undefined/status/907860453421875200
317,@Apple Hello future. Have the scorpions seized London yet or does humanity still have hope.,2017-09-13 06:56:12,Other,Scotland,en,0.0,twitter,[],https://twitter.com/undefined/status/907860445528248320
318,RT @ShujaRabbani: #Tabla - a North Indian percussion used on several tracks in #LipService. Download/stream it on @amazon here… ,2017-09-13 06:56:11,Other,Texas,en,0.0,twitter,[],https://twitter.com/undefined/status/907860444513275904
319,RT @ShujaRabbani: #Tabla - a North Indian percussion used on several tracks in #LipService. Download/stream it on @amazon here… ,2017-09-13 06:56:10,Other,"Chicago, IL",en,0.0,twitter,[],https://twitter.com/undefined/status/907860438318243841
320,RT @ShujaRabbani: #Tabla - a North Indian percussion used on several tracks in #LipService. Download/stream it on @amazon here… ,2017-09-13 06:56:09,Other,nc,en,0.0,twitter,[],https://twitter.com/undefined/status/907860434354544640
321,RT @ShujaRabbani: #Tabla - a North Indian percussion used on several tracks in #LipService. Download/stream it on @amazon here… ,2017-09-13 06:56:07,Other,"Bronx, NY",en,0.0,twitter,[],https://twitter.com/undefined/status/907860426146275329
322,RT @makeupbyshaniah: But a terrible year for my wallet https://t.co/tEIbL0ZMm2,2017-09-13 06:56:07,Other,,en,0.0,twitter,[],https://twitter.com/undefined/status/907860426758619137
323,WARN Act Liability Requires Probability of Closure https://t.co/t7kVlF2qET #SuccessFactors #SAP #HR https://t.co/ZfkI2u3lnA,2017-09-13 06:56:07,Deal,United States,en,0.0,twitter,"[{'sentiment': 0, 'label': 'hr'}]",https://twitter.com/undefined/status/907860425559044096
324,"@Apple unveils new #smartwatch, says it is world's top watch
https://t.co/vAGDNE6T8q https://t.co/5A4HRS3gqo",2017-09-13 06:56:07,Other,,en,0.0,twitter,[],https://twitter.com/undefined/status/907860424971784192
325,RT @ShujaRabbani: #Tabla - a North Indian percussion used on several tracks in #LipService. Download/stream it on @amazon here… ,2017-09-13 06:56:07,Other,Maine,en,0.0,twitter,[],https://twitter.com/undefined/status/907860426289008642
326,RT @ShujaRabbani: #Tabla - a North Indian percussion used on several tracks in #LipService. Download/stream it on @amazon here… ,2017-09-13 06:56:05,Other,Ohio,en,0.0,twitter,[],https://twitter.com/undefined/status/907860417203933184
327,"@asH9C @jbarro @facebook I'm pretty sure Facebook is free. *checks online credit card and bank statements*  Yes, it's free.",2017-09-13 06:56:05,Other,"Pasadena, California",en,0.0,twitter,"[{'sentiment': 0, 'label': 'fb'}]",https://twitter.com/undefined/status/907860416310730752
328,RT @ShujaRabbani: #Tabla - a North Indian percussion used on several tracks in #LipService. Download/stream it on @amazon here… ,2017-09-13 06:56:04,Other,"Portland, OR",en,0.0,twitter,[],https://twitter.com/undefined/status/907860411550072832
329,RT @rmean: Worst shit ever @Apple https://t.co/svxzwl9SK2,2017-09-13 06:56:03,Other,,en,0.0,twitter,[],https://twitter.com/undefined/status/907860411038318593
330,RT @ShujaRabbani: #Tabla - a North Indian percussion used on several tracks in #LipService. Download/stream it on @amazon here… ,2017-09-13 06:56:02,Other,,en,0.0,twitter,[],https://twitter.com/undefined/status/907860406990921728
331,RT @forbes_india: .@Apple is betting its future on the #iPhoneX: https://t.co/5yHs5N6Na6 | By @ArakaliHari https://t.co/bY4p8dZrqE,2017-09-13 06:56:01,Other,"Bengaluru, India",en,0.0,twitter,[],https://twitter.com/undefined/status/907860401869676544
332,"RT @WSJPolitics: In months before hack, Equifax lobbied Congress to limit liability of credit-reporting firms https://t.co/r48braTVSK",2017-09-13 06:56:01,Other,"Jackson, MS",en,0.0,twitter,"[{'sentiment': 0, 'label': 'hack'}]",https://twitter.com/undefined/status/907860402754682881
333,@geekyranjit I am a @Android kinda guy. I don't like @Apple,2017-09-13 06:55:59,Other,,en,0.0,twitter,"[{'sentiment': 0, 'label': '1'}, {'sentiment': 0, 'label': 'a'}, {'sentiment': 0, 'label': 'don'}, {'sentiment': 0, 'label': '3'}, {'sentiment': 0, 'label': 't'}, {'sentiment': 0, 'label': 'like'}, {'sentiment': 0, 'label': 'i'}, {'sentiment': 0, 'label': 'am'}]",https://twitter.com/undefined/status/907860392730177536
334,About to go live with @QandA at @Aust_Parliament on @facebook https://t.co/vwNeyZUIPv,2017-09-13 06:55:58,Other,Sydney,en,0.0,twitter,[],https://twitter.com/undefined/status/907860390406537217
335,RT @UTRUST_Official: @UTRUST_Official featured again on @Cointelegraph. Great article! #UTRUST #safety #payments #crypto https://t.co/Ydcmf…,2017-09-13 06:55:58,Other,poloniex,en,0.0,twitter,[],https://twitter.com/undefined/status/907860386711515136
336,RT @ShujaRabbani: #Tabla - a North Indian percussion used on several tracks in #LipService. Download/stream it on @amazon here… ,2017-09-13 06:55:58,Other,,en,0.0,twitter,[],https://twitter.com/undefined/status/907860390410838016
337,RT @ShujaRabbani: #Tabla - a North Indian percussion used on several tracks in #LipService. Download/stream it on @amazon here… ,2017-09-13 06:55:58,Other,"Venice, California",en,0.0,twitter,[],https://twitter.com/undefined/status/907860388129079296
338,RT @ShujaRabbani: #Tabla - a North Indian percussion used on several tracks in #LipService. Download/stream it on @amazon here… ,2017-09-13 06:55:57,Other,Los Angeles; London; New York,en,0.0,twitter,[],https://twitter.com/undefined/status/907860383121240065
339,RT @ShujaRabbani: #Tabla - a North Indian percussion used on several tracks in #LipService. Download/stream it on @amazon here… ,2017-09-13 06:55:57,Other,"Miami Beach, Florida",en,0.0,twitter,[],https://twitter.com/undefined/status/907860382210957313
340,RT @ShujaRabbani: #Tabla - a North Indian percussion used on several tracks in #LipService. Download/stream it on @amazon here… ,2017-09-13 06:55:57,Other,"New York City, NY",en,0.0,twitter,[],https://twitter.com/undefined/status/907860384047972352
341,RT @ShujaRabbani: #Tabla - a North Indian percussion used on several tracks in #LipService. Download/stream it on @amazon here… ,2017-09-13 06:55:56,Other,Montana,en,0.0,twitter,[],https://twitter.com/undefined/status/907860378566225920
342,RT @ShujaRabbani: #Tabla - a North Indian percussion used on several tracks in #LipService. Download/stream it on @amazon here… ,2017-09-13 06:55:55,Other,London,en,0.0,twitter,[],https://twitter.com/undefined/status/907860376456269825
343,@realDonaldTrump Biometric Citizen Registration &amp; Voting assures Americans need no ID but themselves eliminating di… https://t.co/F5g1kxBORD,2017-09-13 06:55:55,Other,,en,0.0,twitter,[],https://twitter.com/undefined/status/907860375395336192
344,"RT @BlackDistillery: We get a lot of #freebie requests, but 2,000 free @blackwatergin? I wonder if @Facebook know @department_the are do… ",2017-09-13 06:55:53,Other,London,en,0.0,twitter,[],https://twitter.com/undefined/status/907860368596377600
345,RT @ShujaRabbani: #Tabla - a North Indian percussion used on several tracks in #LipService. Download/stream it on @amazon here… ,2017-09-13 06:55:52,Other,Toa Baja,en,0.0,twitter,[],https://twitter.com/undefined/status/907860363563225088
346,@Apple No other phone To compare with Apple That's while I love Iphone 📱,2017-09-13 06:55:52,Other,,en,0.0,twitter,"[{'sentiment': 0, 'label': '1'}, {'sentiment': 0, 'label': '3'}, {'sentiment': 0, 'label': '6'}]",https://twitter.com/undefined/status/907860361402912768
347,RT @ShujaRabbani: #Tabla - a North Indian percussion used on several tracks in #LipService. Download/stream it on @amazon here… ,2017-09-13 06:55:51,Other,,en,0.0,twitter,[],https://twitter.com/undefined/status/907860359838556160
348,"@aadreja @Apple @tim_cook @AppleEDU @AppleMusic The A11 uses a new second-generation performance controller, which… https://t.co/p3jlGuck7D",2017-09-13 06:55:51,Other,,en,0.0,twitter,[],https://twitter.com/undefined/status/907860358081142784
349,@amazonIN @AmazonHelp Fi ally got @nokiamobile #6 Matte Black(wanted blue though) may I know list of Nokia care center in Karnataka?,2017-09-13 06:55:50,Other,,en,0.0,twitter,[],https://twitter.com/undefined/status/907860355006603264
350,RT @ShujaRabbani: #Tabla - a North Indian percussion used on several tracks in #LipService. Download/stream it on @amazon here… ,2017-09-13 06:55:49,Other,Georgia,en,0.0,twitter,[],https://twitter.com/undefined/status/907860348639879169
351,RT @ShujaRabbani: #Tabla - a North Indian percussion used on several tracks in #LipService. Download/stream it on @amazon here… ,2017-09-13 06:55:48,Other,Ohio,en,0.0,twitter,[],https://twitter.com/undefined/status/907860344499978240
352,RT @ShujaRabbani: #Tabla - a North Indian percussion used on several tracks in #LipService. Download/stream it on @amazon here… ,2017-09-13 06:55:48,Other,,en,0.0,twitter,[],https://twitter.com/undefined/status/907860347020857348
353,RT @ShujaRabbani: #Tabla - a North Indian percussion used on several tracks in #LipService. Download/stream it on @amazon here… ,2017-09-13 06:55:47,Other,,en,0.0,twitter,[],https://twitter.com/undefined/status/907860342809620480
354,@gwendolynawu Efficiency of a machines can never be cent percent.Though the electrons are designed to be regenerate… https://t.co/WRHaeTcLq3,2017-09-13 06:55:47,Other,"Tamil Nadu, India",en,0.0,twitter,"[{'sentiment': 0, 'label': 'cent'}]",https://twitter.com/undefined/status/907860340414734337
355,RT @ShujaRabbani: #Tabla - a North Indian percussion used on several tracks in #LipService. Download/stream it on @amazon here… ,2017-09-13 06:55:46,Other,"Michigan, USA",en,0.0,twitter,[],https://twitter.com/undefined/status/907860337206157312
356,RT @ShujaRabbani: #Tabla - a North Indian percussion used on several tracks in #LipService. Download/stream it on @amazon here… ,2017-09-13 06:55:44,Other,"Newport Beach, CA",en,0.0,twitter,[],https://twitter.com/undefined/status/907860328154836993
357,"@Apple  blatantly rips off things from other phones to put it in theirs, and I works... New IPhone has a fucking nose as well like????",2017-09-13 06:55:43,Other,"Sheffield, England",en,0.0,twitter,[],https://twitter.com/undefined/status/907860324216393728
358,RT @ShujaRabbani: #Tabla - a North Indian percussion used on several tracks in #LipService. Download/stream it on @amazon here… ,2017-09-13 06:55:43,Other,,en,0.0,twitter,[],https://twitter.com/undefined/status/907860324753096704
359,@Silencerx0x @Apple AR in iphone X and 8 is better performance for heavier shit,2017-09-13 06:55:43,Deal,"Brisbane, Queensland",en,0.0,twitter,[],https://twitter.com/undefined/status/907860325742997504
360,RT @ShujaRabbani: #Tabla - a North Indian percussion used on several tracks in #LipService. Download/stream it on @amazon here… ,2017-09-13 06:55:42,Other,,en,0.0,twitter,[],https://twitter.com/undefined/status/907860319375998976
361,RT @ShujaRabbani: #Tabla - a North Indian percussion used on several tracks in #LipService. Download/stream it on @amazon here… ,2017-09-13 06:55:42,Other,NE Mississippi,en,0.0,twitter,[],https://twitter.com/undefined/status/907860320970043392
362,RT @Lol_Tranq: @amiya_mathis @didenko_andrew @rowan_blakey @Apple That's why the pixel has the best camera to date and that's a Android OS😂,2017-09-13 06:55:40,Other,"Chicago, IL",en,0.0,twitter,[],https://twitter.com/undefined/status/907860313915236352
363,"how many re tweets for a new I phone 6+ instead of my dead I phone :D

@AppleSupport 
@Apple",2017-09-13 06:55:40,Other,البلالا,en,0.0,twitter,"[{'sentiment': 0, 'label': 'd'}]",https://twitter.com/undefined/status/907860314393374720
364,RT @ShujaRabbani: #Tabla - a North Indian percussion used on several tracks in #LipService. Download/stream it on @amazon here… ,2017-09-13 06:55:38,Other,,en,0.0,twitter,[],https://twitter.com/undefined/status/907860304272519168
365,RT @commudad: ʸᵉᵃʰ ᶜᵃⁿ ᴵ ᵍᵉᵗ ᵘʰʰʰ chronological order @Apple ᵗʰᵃⁿᵏˢ,2017-09-13 06:55:38,Other,"Washington, USA",es,0.0,twitter,[],https://twitter.com/undefined/status/907860305744506881
366,RT @ShujaRabbani: #Tabla - a North Indian percussion used on several tracks in #LipService. Download/stream it on @amazon here… ,2017-09-13 06:55:37,Other,"El Paso, Texas",en,0.0,twitter,[],https://twitter.com/undefined/status/907860298622795779
367,@Apple  iPhone X  super ... i love it,2017-09-13 06:55:36,Other,,en,0.0,twitter,"[{'sentiment': 0, 'label': '1'}, {'sentiment': 0, 'label': '3'}, {'sentiment': 0, 'label': '6'}, {'sentiment': 0, 'label': 'x'}, {'sentiment': 0, 'label': 'i'}, {'sentiment': 0, 'label': 'it'}]",https://twitter.com/undefined/status/907860296957444096
368,RT @ShujaRabbani: #Tabla - a North Indian percussion used on several tracks in #LipService. Download/stream it on @amazon here… ,2017-09-13 06:55:36,Other,"Bloomfield, Michigan",en,0.0,twitter,[],https://twitter.com/undefined/status/907860294667403264
369,RT @ShujaRabbani: #Tabla - a North Indian percussion used on several tracks in #LipService. Download/stream it on @amazon here… ,2017-09-13 06:55:36,Other,"44.424599,-93.178565",en,0.0,twitter,[],https://twitter.com/undefined/status/907860295552552960
370,"RT @seynyora: Yep. You'll be unlocking your iPhone X with your face.

Bravo, @Apple.

#iPhone8 #AppleEvent https://t.co/5cMVZHHdx1",2017-09-13 06:55:35,Other,IN YOUR MIND,en,0.0,twitter,"[{'sentiment': 0, 'label': 'face'}]",https://twitter.com/undefined/status/907860291731501056
371,RT @ShujaRabbani: #Tabla - a North Indian percussion used on several tracks in #LipService. Download/stream it on @amazon here… ,2017-09-13 06:55:34,Other,"Brooklyn, ny",en,0.0,twitter,[],https://twitter.com/undefined/status/907860286903869441
372,RT @ShujaRabbani: #Tabla - a North Indian percussion used on several tracks in #LipService. Download/stream it on @amazon here… ,2017-09-13 06:55:34,Other,"Washington, DC",en,0.0,twitter,[],https://twitter.com/undefined/status/907860289760010240
373,RT @ShujaRabbani: #Tabla - a North Indian percussion used on several tracks in #LipService. Download/stream it on @amazon here… ,2017-09-13 06:55:32,Other,"brooklyn, East New York",en,0.0,twitter,[],https://twitter.com/undefined/status/907860281119866880
374,@Apple is one of the most powerful and influential corporations on the planet; and they're investing in your selfies and emojis...,2017-09-13 06:55:32,Other,,en,0.0,twitter,[],https://twitter.com/undefined/status/907860277416394752
375,#Mobioutlet #Special offer #LcdDisplay + #Touch Screen #Digitizer for #ASUS #ZENFONE2 (Black) https://t.co/x3YidvcT18 @amazon,2017-09-13 06:55:32,Announcement,"Gurgaon, India",en,0.0,twitter,[],https://twitter.com/undefined/status/907860281094586369
376,RT @ShujaRabbani: #Tabla - a North Indian percussion used on several tracks in #LipService. Download/stream it on @amazon here… ,2017-09-13 06:55:30,Other,"Grand Rapids, Michigan",en,0.0,twitter,[],https://twitter.com/undefined/status/907860269501743104
377,RT @ShujaRabbani: #Tabla - a North Indian percussion used on several tracks in #LipService. Download/stream it on @amazon here… ,2017-09-13 06:55:30,Other,,en,0.0,twitter,[],https://twitter.com/undefined/status/907860271036645376
378,.@Apple did it again they just sold us a $1000 iphone,2017-09-13 06:55:29,Other,"Pretoria, South Africa",en,0.0,twitter,[],https://twitter.com/undefined/status/907860268268605440
379,RT @ShujaRabbani: #Tabla - a North Indian percussion used on several tracks in #LipService. Download/stream it on @amazon here… ,2017-09-13 06:55:29,Other,New Jersey,en,0.0,twitter,[],https://twitter.com/undefined/status/907860268763447296
380,RT @ShujaRabbani: #Tabla - a North Indian percussion used on several tracks in #LipService. Download/stream it on @amazon here… ,2017-09-13 06:55:28,Other,,en,0.0,twitter,[],https://twitter.com/undefined/status/907860264002998274
381,"RT @rajeshsawhney: Beware @amazon &amp; @Flipkart 

This new force will hit you hard

@Paytm has already disrupted movie ticketing, e-com… ",2017-09-13 06:55:26,Other,Gurgaon,en,0.0,twitter,"[{'sentiment': 0, 'label': 'e'}]",https://twitter.com/undefined/status/907860255966511104
382,Equifax’s Data Breach Is A Nightmare. Their… https://t.co/8ZPfZC7X1M #SecurityRisks #anticorruption #corruption… https://t.co/ytO4DM4NRU,2017-09-13 06:55:24,Other,,en,0.0,twitter,[],https://twitter.com/undefined/status/907860247691194369
383,"@Apple Looks great, can't wait for the iPhone X!",2017-09-13 06:55:24,Other,Eglwys Brewis,en,0.0,twitter,"[{'sentiment': 0, 'label': '6'}, {'sentiment': 0, 'label': 'x'}]",https://twitter.com/undefined/status/907860245439025152
384,RT @ShujaRabbani: #Tabla - a North Indian percussion used on several tracks in #LipService. Download/stream it on @amazon here… ,2017-09-13 06:55:23,Other,,en,0.0,twitter,[],https://twitter.com/undefined/status/907860242112933888
385,Just saw this on Amazon: Inshine Women 2 Pack Stretchy Strapy Wrappe... by Inshine for $9.99 https://t.co/FvIaDE2wwK via @amazon,2017-09-13 06:55:22,Other,United States,en,0.0,twitter,[],https://twitter.com/undefined/status/907860235603263489
386,@didenko_andrew @rowan_blakey @Apple BETTER THAN ANY IPHONE EVER!  THEY COPY WHAT SAMSUNG DID 5 YEARS AGO AND STILL… https://t.co/UTsQeEDXRu,2017-09-13 06:55:21,Other,"Chicago, IL",en,0.0,twitter,[],https://twitter.com/undefined/status/907860234101813248
387,RT @xeni: Did #Equifax execs sell stock before hack news broke because they already knew? U.S. senators want to know. https://t.co/YfupSIHF…,2017-09-13 06:55:19,Other,In studio in city of same name,en,0.0,twitter,"[{'sentiment': 0, 'label': 'news'}]",https://twitter.com/undefined/status/907860226476457984
388,RT @onendenis: @Apple Apple copies everything Samsung has done and everyone freaks out like it's the first time it happened,2017-09-13 06:55:19,Other,"Oregon, USA",en,0.0,twitter,"[{'sentiment': 0, 'label': 'rt'}, {'sentiment': 0, 'label': 'time'}]",https://twitter.com/undefined/status/907860224429645824
389,@AmazonHelp Why they not delivery earlier,2017-09-13 06:55:19,Other,Delhi bb bro ki duniya ,en,0.0,twitter,[],https://twitter.com/undefined/status/907860223674556417
390,@Apple Boi this is so cool!!,2017-09-13 06:55:14,Other,India,en,0.0,twitter,[],https://twitter.com/undefined/status/907860202262638592
391,"@CaileanSchecter @Apple It ""fills the hand, and dazzles the eyes""",2017-09-13 06:55:14,Other,,en,0.0,twitter,"[{'sentiment': 0, 'label': 'eyes'}]",https://twitter.com/undefined/status/907860203239915520
392,@AmazonHelp Only sent this morning at 7.19 when I got your tweet so no reply and no reply to my email from last night as yet,2017-09-13 06:55:12,Other,"West Lothian, Scotland",en,0.0,twitter,[],https://twitter.com/undefined/status/907860193601617921
393,Around the Coin podcast discusses the recent breach at #Equifax https://t.co/38DvZ4veoZ,2017-09-13 06:55:07,Other,Amsterdam-NYC-London-Atlanta,en,0.0,twitter,[],https://twitter.com/undefined/status/907860176107163649
394,"RT @mrbenjaminlaw: Oh for god's sake, News Corp. I'm not a ""comedian"", ""activist"" or gay ""leader"". I'm an author, screenwriter &amp; prefer ""qu…",2017-09-13 06:55:07,Other,,en,0.0,twitter,[],https://twitter.com/undefined/status/907860176614473728
395,76% of social job seekers find a job through @facebook - learn why: https://t.co/Luzo2rRpkU #JobSeekersWednesday #Recruitment #Careers,2017-09-13 06:55:07,Deal,Global,en,0.0,twitter,"[{'sentiment': 0, 'label': 'job'}]",https://twitter.com/undefined/status/907860173967982592
396,RT @AutoJoshNG: Mercedes Unveils The Future Of Ride Sharing With Smart Vision EQ Fortwo (Photos). https://t.co/6QyMsRdrmK @Daimler… ,2017-09-13 06:55:05,Appointment,"Ekiti, Nigeria",en,0.0,twitter,"[{'sentiment': 0, 'label': 'rt'}]",https://twitter.com/undefined/status/907860164916731904
397,@Conal505Liam @Gezzyroberts @Apple Is it better that the new note 8?,2017-09-13 06:55:02,Other,"Brighton, England",en,0.0,twitter,[],https://twitter.com/undefined/status/907860151998271489
398,"Just saw this on Amazon: Whole Foods Market, Muscle Soak Fizzing Eps... by WFM for $2.99 https://t.co/ozbl3X6piH via @amazon",2017-09-13 06:55:00,Other,World,en,0.0,twitter,"[{'sentiment': 0, 'label': 'wfm'}]",https://twitter.com/undefined/status/907860144884797441
399,Just saw this on Amazon: Mallcat Women Sports Yoga Athletic Vest Top... by Mallcat for $4.46 https://t.co/1dzqglH7Kq via @amazon,2017-09-13 06:55:00,Other,United States,en,0.0,twitter,[],https://twitter.com/undefined/status/907860144142278656
400,"Just saw this on Amazon: Whole Foods Market, Muscle Soak Fizzing Eps... by WFM for $2.99 https://t.co/C6ngUiXM0t via @amazon",2017-09-13 06:55:00,Other,Miami,en,0.0,twitter,"[{'sentiment': 0, 'label': 'wfm'}]",https://twitter.com/undefined/status/907860144784113664
401,"Just saw this on Amazon: Whole Foods Market, Muscle Soak Fizzing Eps... by WFM for $2.99 https://t.co/8ftHrjEtDw via @amazon",2017-09-13 06:55:00,Other,"New York, USA",en,0.0,twitter,"[{'sentiment': 0, 'label': 'wfm'}]",https://twitter.com/undefined/status/907860145836666880
402,"Just saw this on Amazon: Whole Foods Market, Muscle Soak Fizzing Eps... by WFM for $2.99 https://t.co/mkQ1SHrvWI via @amazon",2017-09-13 06:55:00,Other,World,en,0.28400000000000003,twitter,"[{'sentiment': 0, 'label': 'wfm'}]",https://twitter.com/undefined/status/907860144788086784
403,"@LatinaResister @HillaryClinton @TheOnlyKAVIN @amazon I feel sorry for you if this is the ""lift"" you seek.",2017-09-13 06:54:59,Other,"Cuenca, Ecuador",en,0.0,twitter,[],https://twitter.com/undefined/status/907860139906097154
404,"RT @HarsimranJulka: .@amazon launches Studio 'blink' it's 44,000 square feet digital studio for fashion category https://t.co/bqzSbh85DG",2017-09-13 06:54:58,Release,"Kochi,kerala,india",en,0.294,twitter,"[{'sentiment': 0.294, 'label': 'sq'}]",https://twitter.com/undefined/status/907860137326428160
405,RT @DisneyParks: The Walt Disney Company commits $2.5M to Hurricane Irma recovery efforts. More: https://t.co/3N5smQQGo5 https://t.co/FIPcl…,2017-09-13 06:54:57,Announcement,,en,0.0,twitter,[],https://twitter.com/undefined/status/907860134331908097
406,RT @ShujaRabbani: #Tabla - a North Indian percussion used on several tracks in #LipService. Download/stream it on @amazon here… ,2017-09-13 06:54:55,Other,"iin mah skiin, New York",en,0.0,twitter,[],https://twitter.com/undefined/status/907860124169068545
407,@AmazonHelp But amazon always deliver the order before 2 days and tpdays completed 4 days still not any response th… https://t.co/a7Vz646q75,2017-09-13 06:54:55,Other,Delhi bb bro ki duniya ,en,0.0,twitter,[],https://twitter.com/undefined/status/907860123850227712
408,"""In short, Equifax can’t protect your data, can’t build a website, and can’t get its story straight."" https://t.co/oQxwNNGap3",2017-09-13 06:54:55,Other,"Plano, TX",en,0.0,twitter,"[{'sentiment': 0, 'label': 't'}, {'sentiment': 0, 'label': 'data'}]",https://twitter.com/undefined/status/907860125439942656
409,@tim_cook @Apple the ugliest iPhone ever made,2017-09-13 06:54:54,Other,"Shanghai, China ",en,0.0,twitter,"[{'sentiment': 0, 'label': '1'}, {'sentiment': 0, 'label': '3'}, {'sentiment': 0, 'label': '6'}]",https://twitter.com/undefined/status/907860120452964353
410,"RT @slpng_giants: Sorry, @facebook. You can't write code for this. You're going to have to use real human beings. https://t.co/nmeZHW8Cav",2017-09-13 06:54:53,Other,San Francisco,en,0.0,twitter,"[{'sentiment': 0, 'label': 'rt'}, {'sentiment': 0, 'label': 'code'}]",https://twitter.com/undefined/status/907860117219102721
411,"@Apple X, @Xbox OneX, @Sony Xperia X??? 
Whats all this about? https://t.co/87CzKFexM6",2017-09-13 06:54:53,Other,"North West, England",en,0.0,twitter,[],https://twitter.com/undefined/status/907860114958405632
412,"@Apple @asherlambert19  for once, I don't want the new iPhone 😂😂😂😂",2017-09-13 06:54:53,Other,,en,0.0,twitter,"[{'sentiment': 0, 'label': '6'}]",https://twitter.com/undefined/status/907860116568985602
413,RT @ShujaRabbani: #Tabla - a North Indian percussion used on several tracks in #LipService. Download/stream it on @amazon here… ,2017-09-13 06:54:52,Other,"Northern New Jersey, USA",en,0.0,twitter,[],https://twitter.com/undefined/status/907860113385455617
414,RT @ShujaRabbani: #Tabla - a North Indian percussion used on several tracks in #LipService. Download/stream it on @amazon here… ,2017-09-13 06:54:49,Other,"Melbourne, Florida",en,0.0,twitter,[],https://twitter.com/undefined/status/907860098336292865
415,"RT @nytimes: Opinion: Equifax’s maddening unaccountability
https://t.co/M19oRR0XWN",2017-09-13 06:54:49,Other,Kolkata  (West Bengal),es,0.0,twitter,[],https://twitter.com/undefined/status/907860097455370240
416,@Scooterocket @Ebrostradamus @AngelCIraq214 @FedEx @RepDonBeyer @HillaryClinton @BarackObama @VA8thCDDems @lowkell… https://t.co/m2FNqR62B7,2017-09-13 06:54:49,Other," Arlington, VA, US.",es,0.0,twitter,[],https://twitter.com/undefined/status/907860100534206464
417,@Apple Forget this iphoneX... what about @starwars @DisneyStudios making Star Wars watch faces for the iWatch??? Wh… https://t.co/MbGQio6K0l,2017-09-13 06:54:48,Other,Paderborn,en,0.0,twitter,"[{'sentiment': 0, 'label': 'wh'}]",https://twitter.com/undefined/status/907860096880988161
418,"@Apple Essential Phone

Even has a fingerprint sensor. https://t.co/AFn4Mkl3yw",2017-09-13 06:54:47,Other,A Basement,en,0.0,twitter,[],https://twitter.com/undefined/status/907860089289285632
419,RT @ShujaRabbani: #Tabla - a North Indian percussion used on several tracks in #LipService. Download/stream it on @amazon here… ,2017-09-13 06:54:46,Other,New York,en,0.0,twitter,[],https://twitter.com/undefined/status/907860084801155072
420,@Apple Goodbye,2017-09-13 06:54:45,Downsize,please dont-,unknown,0.0,twitter,[],https://twitter.com/undefined/status/907860081814888448
421,"RT @AKenyanGirl: Chilling with some brilliant developer minds at an @IBM Kenya, learning about cloud computing...  #IBM4Devs #IBMMEA @Andel…",2017-09-13 06:54:45,Other,Nairobi,en,0.0,twitter,[],https://twitter.com/undefined/status/907860080313487367
422,RT @ShujaRabbani: #Tabla - a North Indian percussion used on several tracks in #LipService. Download/stream it on @amazon here… ,2017-09-13 06:54:44,Other,,en,0.0,twitter,[],https://twitter.com/undefined/status/907860079130505216
423,@FoxNews @brookefoxnews Biometric Citizen Registration &amp; Voting assures Americans need no ID but themselves elimina… https://t.co/PgcOMH6OYF,2017-09-13 06:54:43,Other,,en,0.0,twitter,[],https://twitter.com/undefined/status/907860072113598464
424,Dammit @Apple I don't want a talking emoji I want a charger that doesn't break every 2 months,2017-09-13 06:54:43,Other,"Pryor Creek, OK",en,0.0,twitter,[],https://twitter.com/undefined/status/907860072071561216
425,RT @ShujaRabbani: #Tabla - a North Indian percussion used on several tracks in #LipService. Download/stream it on @amazon here… ,2017-09-13 06:54:42,Other,"Woodstock, Georgia",en,0.0,twitter,[],https://twitter.com/undefined/status/907860068380659712
426,RT @ShujaRabbani: #Tabla - a North Indian percussion used on several tracks in #LipService. Download/stream it on @amazon here… ,2017-09-13 06:54:42,Other,"Chicago,IL",en,0.0,twitter,[],https://twitter.com/undefined/status/907860071228624896
427,@Apple At $999 too expensive #nomoiphone,2017-09-13 06:54:42,Other,,en,0.0,twitter,[],https://twitter.com/undefined/status/907860069928271872
