,content,date,event,geo,language,sentiment,source,targets,uri
3586,"@shreyansh2992 @Apple OP5 for dual camera, MiMix for edge to edge display. Save thousands - Boycott Samsung and Apple :P",2017-09-13 06:08:25,Other,Chennai,en,0.0,twitter,"[{'sentiment': 0, 'label': 'edge'}]",https://twitter.com/undefined/status/907848423981948928
3587,RT @CoolPontifex: What's your point? https://t.co/Y4M9zN7Q5y,2017-09-13 06:08:23,Other,,en,0.0,twitter,[],https://twitter.com/undefined/status/907848412892147713
3588,The best Real Estate company! https://t.co/m7hRjaOcSX,2017-09-13 06:08:23,Other,"Valencia, California",en,0.0,twitter,[],https://twitter.com/undefined/status/907848414947311616
3589,Lost tactile feedback while dropping notification down on ios 11 on my iPhone 7 @MKBHD @tldtoday @Apple,2017-09-13 06:08:22,Other,"Surat,India.",en,0.0,twitter,[],https://twitter.com/undefined/status/907848407582158848
3590,Kudos to all engineers @Apple for iphone X. Pricey but promising.,2017-09-13 06:08:18,Other,"thrissur, kerala,India",en,0.0,twitter,"[{'sentiment': 0, 'label': 'x'}]",https://twitter.com/undefined/status/907848391312527360
3591,Can I access this training in Kenya or online as MOOCs? @udacity @andela @Google https://t.co/Euk17ok13r,2017-09-13 06:08:16,Other,,en,0.0,twitter,[],https://twitter.com/undefined/status/907848386258317312
3592,".@Apple moving into services is more of marketing talk as of now, they seriously need to get behind it! @evankirstel @rwang0 @furrier",2017-09-13 06:08:15,Deal,"San Francisco, CA",en,0.0,twitter,[],https://twitter.com/undefined/status/907848380554076160
3593,@MisterDanD @Apple Fucking poor 😡,2017-09-13 06:08:14,Other,"Brighton, England",en,0.0,twitter,"[{'sentiment': 0, 'label': '1'}, {'sentiment': 0, 'label': '3'}]",https://twitter.com/undefined/status/907848375567097856
3594,"RT @techreels: @Qualcomm trolls @Apple  ahead of #AppleEvent by sharing d list of First enabled features, where Apple secure zero… ",2017-09-13 06:08:14,Other,Tamil Nadu,en,0.0,twitter,"[{'sentiment': 0, 'label': '1'}, {'sentiment': 0, 'label': 'rt'}, {'sentiment': 0, 'label': '3'}]",https://twitter.com/undefined/status/907848377580351488
3595,Journalist @carwinb/Alexa O’Brien’s @Google account w/100s of hours of research suspended. Beware the “cloud”.… https://t.co/KvEivFKfpd,2017-09-13 06:08:11,Other,"Vancouver, BC",en,0.0,twitter,[],https://twitter.com/undefined/status/907848363059621894
3596,RT @InvestorIdeas: Harris Corporation (NYSE: $HRS) to Showcase Connected Battlefield Technology at Defence and Security Equipment… https://…,2017-09-13 06:08:10,Other,Arlington,en,0.0,twitter,"[{'sentiment': 0, 'label': 'hrs'}]",https://twitter.com/undefined/status/907848357837754368
3597,Slasher Night Amazon Instant Video ~ Jafeth Garcia https://t.co/kFXNxYSbqZ via @amazon,2017-09-13 06:08:07,Announcement,"Chicago, IL",es,0.0,twitter,[],https://twitter.com/undefined/status/907848348014665728
3598,"#iPhoneX One small step in design (and not a great step), one giant leap in technology. @Apple",2017-09-13 06:08:07,Other,Nottingham,en,0.0,twitter,"[{'sentiment': 0, 'label': 'one'}]",https://twitter.com/undefined/status/907848348438233091
3599,#interview w/ Bill Duane (@Google): #resilience #SEPfocus https://t.co/l1xHxjo0pa,2017-09-13 06:08:05,Other,Barcelona,fr,0.0,twitter,"[{'sentiment': 0, 'label': 'w'}]",https://twitter.com/undefined/status/907848337063374848
3600,@Apple My Windows phone had iris recognition over a year ago and it worked in low light,2017-09-13 06:08:04,Other,,en,0.0,twitter,[],https://twitter.com/undefined/status/907848333519147014
3601,"Conn. Supreme Court Upholds Fluctuating Workweek Method, but Not for Retail https://t.co/Wzif0Mx9rz #SuccessFactors… https://t.co/AXqn0mcJHL",2017-09-13 06:08:03,Other,United States,en,0.0,twitter,"[{'sentiment': 0, 'label': 'conn'}]",https://twitter.com/undefined/status/907848329173889024
3602,RT @evanderburg: Chatbot Offers Legal Help To Equifax Data Breach Victims https://t.co/be6dlp1zgY #hacking #hack https://t.co/ZwatmfRZmA,2017-09-13 06:08:02,Other,Canada,en,0.0,twitter,[],https://twitter.com/undefined/status/907848323599564800
3603,@Alee_Bilal @Apple That's where the battle ends. A11 blows snapdragon out of the water https://t.co/CHf40oKVjw,2017-09-13 06:08:00,Other,"Sydney, New South Wales",en,0.0,twitter,[],https://twitter.com/undefined/status/907848318558117888
3604,U.S. senator on Equifax hack: ‘Somebody needs to go to jail’ https://t.co/y4LPFAUXLo https://t.co/IOF4abqSy4,2017-09-13 06:07:59,Other,"Pretoria, South Africa",en,0.0,twitter,[],https://twitter.com/undefined/status/907848312858005504
3605,How to Stop the Next Unstoppable Mega-Breach—Or Slow It Down https://t.co/DR1l1stOxP,2017-09-13 06:07:58,Other,Paris,en,0.0,twitter,"[{'sentiment': 0, 'label': 'it'}]",https://twitter.com/undefined/status/907848309141897217
3606,RT @makeupbyshaniah: But a terrible year for my wallet https://t.co/tEIbL0ZMm2,2017-09-13 06:07:58,Other,,en,0.0,twitter,[],https://twitter.com/undefined/status/907848309615861760
3607,iPhone X and iWatch Series 3. My money is on you @Apple :*,2017-09-13 06:07:55,Other,"Mumbai, Maharashtra",en,0.0,twitter,[],https://twitter.com/undefined/status/907848296789659648
3608,"RT @agytduh: If @Apple follows me.
I will give someone who RT'd this a free Iphone 8 or shit lmfao",2017-09-13 06:07:55,Other,"Virginia, USA",en,0.0,twitter,"[{'sentiment': 0, 'label': 'rt'}]",https://twitter.com/undefined/status/907848296105955328
3609,@Apple Can’t wait to get it 😁,2017-09-13 06:07:54,Deal,"Chester, England",en,0.0,twitter,[],https://twitter.com/undefined/status/907848290280071186
3610,"RT @MemeAlertNews: .@Google won't honor those who died in 9/11 but will display a leftist, black separatist, maoist who praised osama… ",2017-09-13 06:07:51,Other,Mexico,en,0.0,twitter,[],https://twitter.com/undefined/status/907848281576890369
3611,@Apple Headphone jack?,2017-09-13 06:07:49,Downsize,"Hotsville, Mars",en,0.0,twitter,[],https://twitter.com/undefined/status/907848269929304065
3612,"RT @Fatima_Arya: Sorry @Apple 
She won't be able to unlock #iPhoneX 

iPhone X is Haram in Islam 😂😂 https://t.co/jnhAlnz51v",2017-09-13 06:07:47,Other,Bangkok,en,0.0,twitter,[],https://twitter.com/undefined/status/907848260882137093
3613,Hey @amazonIN @AmazonHelp I am not able to get invoice for order 406-2782470-8558741. Please help.,2017-09-13 06:07:46,Other,India ,en,0.0,twitter,[],https://twitter.com/undefined/status/907848258566881282
3614,"@Apple @tim_cook @applex If Greater Kashmir too has covered the #AppleEvent, know @Apple innovations has literally… https://t.co/4uK3Xh8hFd",2017-09-13 06:07:45,Other,Not UN Member,en,0.0,twitter,"[{'sentiment': 0, 'label': '5'}]",https://twitter.com/undefined/status/907848255635107840
3615,"@Apple is annoying with all their new phones. The 8 and X is coming out, it's no wonder my 7 is starting to act out ...🤔",2017-09-13 06:07:43,Other,Canada,en,0.0,twitter,"[{'sentiment': 0, 'label': 'x'}]",https://twitter.com/undefined/status/907848245405155328
3616,"RT @DiptiDaveNair: Will @sharechatapp be #India's answer to @facebook or @WhatsApp?
https://t.co/2LBBDKxkrT https://t.co/AvUp05R2QC",2017-09-13 06:07:42,Other,"Bengaluru, India",en,0.0,twitter,[],https://twitter.com/undefined/status/907848242351808513
3617,@Apple Future (noun): past tense. Definition: is catching up to Samsung after 3 years.,2017-09-13 06:07:42,Other,i drink and i shitpost,en,0.0,twitter,[],https://twitter.com/undefined/status/907848240573435904
3618,@DistilUnion @TechCrunch @Apple: Hold my beer!,2017-09-13 06:07:41,Other,"Cape Town, South Africa",en,0.0,twitter,[],https://twitter.com/undefined/status/907848239415795712
3619,@AppleSupport my iMessages won't go through....HELP,2017-09-13 06:07:41,Other,"Myrtle Beach, SC",en,0.0,twitter,[],https://twitter.com/undefined/status/907848238610427904
3620,Trump’s lax cyber security and the Equifax hack https://t.co/7ROUCZKbOT,2017-09-13 06:07:39,Other,,en,0.0,twitter,[],https://twitter.com/undefined/status/907848228971991040
3621,"@goodreads .@amazon has done such an appalling job rolling our @goodreads &amp; @audible_com outside the US, in-fact st… https://t.co/JS3z8HZwka",2017-09-13 06:07:39,Hiring,,en,0.0,twitter,"[{'sentiment': 0, 'label': 'job'}]",https://twitter.com/undefined/status/907848228984557569
3622,@AppleSupport Does the new iTunes still do iPhone and device backup and restore from my Mac?,2017-09-13 06:07:39,Other,Netherlands,en,0.0,twitter,"[{'sentiment': 0, 'label': 'mac'}]",https://twitter.com/undefined/status/907848227373842432
3623,RT @Tiffster_98: MORPHE IS COMING TO ULTA. COLOURPOP IS COMING TO SEPHORA. FENTY BEAUTY JUST DROPPED. IT'S A GREAT YEAR FOR MAKEUP,2017-09-13 06:07:35,Other,,en,0.0,twitter,"[{'sentiment': 0, 'label': 'ulta'}]",https://twitter.com/undefined/status/907848212886835205
3624,@ZameerBukhari6 @Fatima_Arya @Apple @zlando @fgautier26 @madskak @nanditathhakur @NetworksManager @PrisonPlanet… https://t.co/CJ9Lw1zGkr,2017-09-13 06:07:35,Downsize,"New Delhi, India",pl,0.0,twitter,"[{'sentiment': 0, 'label': '1'}, {'sentiment': 0, 'label': '3'}]",https://twitter.com/undefined/status/907848213192986624
3625,MORPHEEEEE https://t.co/ywxhUkUO3L,2017-09-13 06:07:31,Downsize,,en,0.0,twitter,[],https://twitter.com/undefined/status/907848196877176832
3626,@Apple Hello to the future. iPhone X.,2017-09-13 06:07:30,Other,+968  ,en,0.0,twitter,[],https://twitter.com/undefined/status/907848191701381121
3627,RT @makeupbyshaniah: But a terrible year for my wallet https://t.co/tEIbL0ZMm2,2017-09-13 06:07:26,Other,"Washington Heights, NY",en,0.0,twitter,[],https://twitter.com/undefined/status/907848174550822913
3628,@Apple The event was absolutely spectacular! Amazing innovations especially with the portrait mode! Now everyone ca… https://t.co/Y500Kw1JkI,2017-09-13 06:07:25,Other,Cambs,en,0.0,twitter,[],https://twitter.com/undefined/status/907848169828044801
3629,"@appleinsider @Apple @AppStore do you know if it automatically removes prior downloads of apps, or will I have to clean up manually?",2017-09-13 06:07:23,Other,"Vancouver, BC, Canada",en,0.0,twitter,"[{'sentiment': 0, 'label': 'apps'}]",https://twitter.com/undefined/status/907848162483822593
3630,@DanNerdCubed Tangent: How do you feel about @emmablackery getting the exposure from @Apple ?,2017-09-13 06:07:22,Other,"Papamoa Beach, New Zealand",en,0.0,twitter,[],https://twitter.com/undefined/status/907848157110980608
3631,"Black Girls Code receives $255,000 from General Motors to launch in Detroit 

https://t.co/34uMfxqaSi",2017-09-13 06:07:20,Deal,"San Francisco, CA",en,0.09,twitter,"[{'sentiment': 0.09, 'label': 'gm.ws.b'}]",https://twitter.com/undefined/status/907848151528345600
3632,Honeywell and Intel launch drone industrial inspection service https://t.co/aV2Xi6z9ss,2017-09-13 06:07:16,Release,Circling your location,en,0.312,twitter,"[{'sentiment': 0.312, 'label': 'intc'}]",https://twitter.com/undefined/status/907848131362086913
3633,"Global 3D Time-of-flight Camera Market 2017- SoftKinetic (Sony), Microchip Technology, IFM … https://t.co/gKknrAnivH",2017-09-13 06:07:15,Other,,en,0.0,twitter,[],https://twitter.com/undefined/status/907848128744841216
3634,Life and death in Apple’s forbidden city |The Guardian. @Apple #iPhoneX #iPhone8 #AppleEvent #AppleWatch  https://t.co/sSmUEem4jU,2017-09-13 06:07:14,Deal,Ireland,en,0.0,twitter,"[{'sentiment': 0, 'label': '1'}, {'sentiment': 0, 'label': '3'}, {'sentiment': 0, 'label': 's'}]",https://twitter.com/undefined/status/907848125485862913
3635,"""@Apple's latest iPhone is likely too expensive to make a big dent in emerging Asia,"" @IshanSDutt @Canalys on @CNBC 
https://t.co/gaCCtdbTFS",2017-09-13 06:07:14,Other,"America, China, Singapore & UK",en,0.0,twitter,"[{'sentiment': 0, 'label': '6'}, {'sentiment': 0, 'label': 'asia'}, {'sentiment': 0, 'label': 'dent'}]",https://twitter.com/undefined/status/907848122562482176
3636,@Apple You're trying too hard. #sad,2017-09-13 06:07:13,Other,Canada,en,0.0,twitter,[],https://twitter.com/undefined/status/907848118586224643
3637,"25 #FREE stories from awardwinner authors! Summer Solstice @Amazon https://t.co/Q0bLsR2lmq #SupportIA #ASMSG
#tw4w… https://t.co/lxgNWWqVEp",2017-09-13 06:07:12,Deal,,en,0.0,twitter,[],https://twitter.com/undefined/status/907848115818024960
3638,"RT @alliex: The iPhone ""X""? 🤔🤔🤔 @apple I'll see you in court sweetie. https://t.co/oe8IEHDry5",2017-09-13 06:07:11,Other,"some random fucken place, AUS",en,0.0,twitter,[],https://twitter.com/undefined/status/907848110134702080
3639,The latest SAP SuccessFactors News! https://t.co/DtQaOXOk3k #sap,2017-09-13 06:07:10,Deal,Switzerland,en,0.0,twitter,"[{'sentiment': 0, 'label': 'sap'}]",https://twitter.com/undefined/status/907848107593007105
3640,@Apple what about twins https://t.co/ywnZcK8MjP,2017-09-13 06:07:10,Other,San Francisco/The District,en,0.0,twitter,[],https://twitter.com/undefined/status/907848105877483522
3641,Yes I own $AAPL but not nearly enough as I'd like to,2017-09-13 06:07:09,Other,Johannesburg,en,0.0,twitter,"[{'sentiment': 0, 'label': 'aapl'}, {'sentiment': 0, 'label': '2'}, {'sentiment': 0, 'label': '3'}]",https://twitter.com/undefined/status/907848102006095873
3642,RT @TCS: Motorola Solutions boosts revenue &amp; improves #CX with TCS' Oracle CX solution. Hear their story at #OOW17… ,2017-09-13 06:07:08,Other,New Delhi - India,en,0.0,twitter,"[{'sentiment': 0, 'label': 'tcs'}]",https://twitter.com/undefined/status/907848100563374085
3643,@kunnalwadhwa @Apple It's cheap AF,2017-09-13 06:07:08,Other,↓Meet Me !↓,en,0.0,twitter,"[{'sentiment': 0, 'label': 'af'}]",https://twitter.com/undefined/status/907848099212791808
3644,"RT @gangsta4lives: @Apple I'm sorry, I just sold my other kidney for iPhone 7. Don't have enough kidneys, eh, Tim?",2017-09-13 06:07:06,Other,oakland california,en,0.0,twitter,"[{'sentiment': 0, 'label': 'rt'}, {'sentiment': 0, 'label': '6'}]",https://twitter.com/undefined/status/907848091759509509
3645,@Apple Absolutely outstanding! Well done all at Apple! 👌🏻,2017-09-13 06:07:05,Deal,Liverpool Merseyside UK,en,0.0,twitter,"[{'sentiment': 0, 'label': '1'}, {'sentiment': 0, 'label': '3'}]",https://twitter.com/undefined/status/907848085640024064
3646,@MercedesBenz More numbers or mails for me to send. Surely you have customer service for this type of thing. @merc… https://t.co/zKw0O8c9zB,2017-09-13 06:07:04,Other,Proudly South African,en,0.0,twitter,"[{'sentiment': 0, 'label': 'type'}, {'sentiment': 0, 'label': 'thing'}]",https://twitter.com/undefined/status/907848081932214272
3647,"But is it worth $1000? And, is it really going to work or just barely... like the dozen other @Apple computers, iPh… https://t.co/CDs8ChKuWg",2017-09-13 06:07:03,Other,"San Diego, when home!",en,0.0,twitter,[],https://twitter.com/undefined/status/907848077410783232
3648,"Global 3D Time-of-flight Camera Market 2017- SoftKinetic (Sony), Microchip Technology, IFM … https://t.co/cHNiNyGaOg",2017-09-13 06:07:03,Other,,es,0.0,twitter,[],https://twitter.com/undefined/status/907848078727827458
3649,"RT @CBSThisMorning: ""Our friends at @Apple have generously donated $5 million tonight. Which, coincidentally, is also the price of the… ",2017-09-13 06:07:01,Other,"Northern, UT",en,0.0,twitter,[],https://twitter.com/undefined/status/907848068669870080
3650,"RT @GoBuildCA: .@Apple announces #iPhoneX at new $5b ""spaceship campus"" – one of the ""most energy efficient buildings in the world"" https:/…",2017-09-13 06:07:00,Other,California,en,0.0,twitter,[],https://twitter.com/undefined/status/907848063523454976
3651,Wow what an amazing honor thank you @Apple  beyond floored https://t.co/qFeuUTqkKd,2017-09-13 06:06:58,Other,driving backwards through rome,en,0.0,twitter,[],https://twitter.com/undefined/status/907848055206109184
3652,"RT @jonathanmaskew: Exclusive: Chatbot pioneer @jbrowder1  to bring Equifax small claims service to UK ""in weeks"" - #Legaltech  https://t.c…",2017-09-13 06:06:56,Other,England & Wales,en,0.262,twitter,"[{'sentiment': 0, 'label': 'c'}, {'sentiment': 0, 'label': 't'}, {'sentiment': 0.262, 'label': 'efx'}]",https://twitter.com/undefined/status/907848049552187392
3653,@Apple has launched #iPhoneX . Waiting for iPhone 6 price reduction.  #aukaat,2017-09-13 06:06:55,Other,everywhere ,en,0.0,twitter,[],https://twitter.com/undefined/status/907848043587874817
3654,"@AmazonHelp Canada Post. Without fail. Told them that last time, got this message in return, for all the good it di… https://t.co/Bt8qyGrkZk",2017-09-13 06:06:55,Other,Belleville Canada,en,0.0,twitter,"[{'sentiment': 0, 'label': 'time'}]",https://twitter.com/undefined/status/907848045924143105
3655,RT @engadget: Equifax waives credit freeze fees after facing backlash https://t.co/lRuW7UoTHi https://t.co/Zt6h4U26qe,2017-09-13 06:06:54,Other,"Anaheim Hills, CA",en,0.0,twitter,[],https://twitter.com/undefined/status/907848040609992704
3656,RT @18dMedia: The three big questions Equifax hasn't answered https://t.co/dESqeSjMIk #HeavyIndustries,2017-09-13 06:06:54,Other,Planet Earth,en,0.0,twitter,[],https://twitter.com/undefined/status/907848041197170688
3657,@Apple Really good!! Whats its ptice in india in rupees?,2017-09-13 06:06:52,Other,Kolkata ,en,0.0,twitter,[],https://twitter.com/undefined/status/907848031504097280
3658,"RT @nicekicks: .@apple, drop these ASAP. https://t.co/cbgVj7dqQj",2017-09-13 06:06:52,Other,,en,0.0,twitter,"[{'sentiment': 0, 'label': 'rt'}]",https://twitter.com/undefined/status/907848033509023745
3659,"Hey @sherylsandberg, whassup with @facebook and Russia? Time to come clean. Leaning in is not enough when faced with real threats to USA.",2017-09-13 06:06:51,Other,"Berkeley, CA",en,0.0,twitter,"[{'sentiment': 0, 'label': 'usa'}, {'sentiment': 0, 'label': 'time'}]",https://twitter.com/undefined/status/907848027905372160
3660,"RT @Fatima_Arya: Sorry @Apple 
She won't be able to unlock #iPhoneX 

iPhone X is Haram in Islam 😂😂 https://t.co/jnhAlnz51v",2017-09-13 06:06:47,Other,,en,0.0,twitter,[],https://twitter.com/undefined/status/907848012935942145
3661,RT @noracharles_: Come on @Equifax - do the right thing and fix it now. https://t.co/sicEY2bBpd,2017-09-13 06:06:46,Other,,en,-0.152,twitter,"[{'sentiment': 0, 'label': 'thing'}, {'sentiment': -0.152, 'label': 'dnow'}]",https://twitter.com/undefined/status/907848007269404672
3662,Budgeting and Budgetary Control by Toye Adelaja https://t.co/2SyxFXRbB0 via @amazon,2017-09-13 06:06:45,Other,Nigeria,en,0.0,twitter,[],https://twitter.com/undefined/status/907848001506480134
3663,@amazon #chicago would be perfect for your new headquarters!! Come on over and stay awhile!,2017-09-13 06:06:45,Other,"Lincolnshire, IL",en,0.0,twitter,[],https://twitter.com/undefined/status/907848001640697856
3664,The imperative for self-sovereign identification (get lost Equifax) https://t.co/VtnwAa9qGb,2017-09-13 06:06:44,Other,"California, USA",en,0.0,twitter,[],https://twitter.com/undefined/status/907847998444638209
3665,RT @IndigoAugust: Seriously @equifax I can't take care of credit freezes right now because your website is a non functioning piece of shit?…,2017-09-13 06:06:44,Other,"Lexington, KY",en,0.0,twitter,[],https://twitter.com/undefined/status/907847998922686465
3666,"RT @CBSThisMorning: ""Our friends at @Apple have generously donated $5 million tonight. Which, coincidentally, is also the price of the… ",2017-09-13 06:06:44,Other,"Sydney, Australia",en,0.0,twitter,[],https://twitter.com/undefined/status/907848000067837952
3667,"RT @CBSThisMorning: ""Our friends at @Apple have generously donated $5 million tonight. Which, coincidentally, is also the price of the… ",2017-09-13 06:06:44,Other,"New Delhi, India",en,0.0,twitter,[],https://twitter.com/undefined/status/907847998406881280
3668,@patphelan @Snapchat I doubt the pitch on @Apple WWDC for the #iPhoneX hurt https://t.co/RsG0QeA3o2,2017-09-13 06:06:43,Other,"Sussex, UK",en,0.0,twitter,"[{'sentiment': 0, 'label': 'snap'}]",https://twitter.com/undefined/status/907847994590023682
3669,@Apple HA! What a joke...,2017-09-13 06:06:43,Deal,"Corowa, New South Wales",en,0.0,twitter,"[{'sentiment': 0, 'label': 'ha'}]",https://twitter.com/undefined/status/907847992266371074
3670,RT @aaronvalue: $FB is a half trillion dollar market cap stock whose usage is proven to negatively affect our well-being: https://t.co/lYzF…,2017-09-13 06:06:42,Other,Australia,en,0.0,twitter,"[{'sentiment': 0, 'label': 'fb'}]",https://twitter.com/undefined/status/907847989154250752
3671,"RT @seynyora: Yep. You'll be unlocking your iPhone X with your face.

Bravo, @Apple.

#iPhone8 #AppleEvent https://t.co/5cMVZHHdx1",2017-09-13 06:06:40,Other,"Nairobi, Kenya ",en,0.0,twitter,"[{'sentiment': 0, 'label': 'face'}]",https://twitter.com/undefined/status/907847981524770816
3672,"RT @DigitalTrends: Damn! 😍

@MercedesBenz knows how to celebrate 50 years of #AMG: https://t.co/uLbX6LRVIZ https://t.co/Pjoxh3hYk3",2017-09-13 06:06:38,Other,6one,en,0.0,twitter,"[{'sentiment': 0, 'label': 'rt'}]",https://twitter.com/undefined/status/907847973421371393
3673,"RT @slpng_giants: Sorry, @facebook. You can't write code for this. You're going to have to use real human beings. https://t.co/nmeZHW8Cav",2017-09-13 06:06:35,Other,,en,0.0,twitter,"[{'sentiment': 0, 'label': 'rt'}, {'sentiment': 0, 'label': 'code'}]",https://twitter.com/undefined/status/907847960955944961
3674,"@Apple ripping off Australian customers again, per usual, on price #AppleEvent",2017-09-13 06:06:34,Other,"The Imaginary Land(Melb, Aust)",en,0.0,twitter,[],https://twitter.com/undefined/status/907847956237348865
3675,"Group of Muslim women Protesting against @Apple at UN Headquarters against #iPhoneX 

They can't Unlock iPhone X
De… https://t.co/YivXZya8ZI",2017-09-13 06:06:32,Other,EveryWhere,en,0.0,twitter,[],https://twitter.com/undefined/status/907847946519154689
3676,"@CBSThisMorning @colbertlateshow @Apple ""Rimshot &amp; cymbal""!",2017-09-13 06:06:28,Other,San Francisco Bay Area,en,0.0,twitter,[],https://twitter.com/undefined/status/907847931985846272
3677,@BbwHeathens I love both sides. I can express my creativity from different directions. I love writing scripts.,2017-09-13 06:06:27,Other,"Arizona, USA",en,0.0,twitter,[],https://twitter.com/undefined/status/907847925778264064
3678,@anupnyk @motorolaindia @motorolaindia @Moto_Support is right..Charging point is connected to MB rt😁So change the MB😉,2017-09-13 06:06:27,Other,Bengaluru,en,0.0,twitter,"[{'sentiment': 0, 'label': 'mb'}]",https://twitter.com/undefined/status/907847928613568512
3679,So proud to work for the @WaltDisneyCo : https://t.co/R6C6eJWvgW #BestPlaceToWork #HurricaneIrma,2017-09-13 06:06:26,Other,"Los Angeles, CA",en,0.0,twitter,[],https://twitter.com/undefined/status/907847922011832320
3680,Criteo's (CRTO) Management Presents at The Deutsche Bank 2017 Technology Conference (Transcript) - Seeking Alpha https://t.co/ZVe4GZWlmY #…,2017-09-13 06:06:25,Other,,en,0.0,twitter,"[{'sentiment': 0, 'label': 'crto'}]",https://twitter.com/undefined/status/907847917851029504
3681,@RaiderElvis @TheRoddyP @26DrDeath The A's declare their wants. This doesn't mean Oak Officials will give them hund… https://t.co/ZWFbfMt9eS,2017-09-13 06:06:23,Other,"Oakland, CA",en,0.0,twitter,[],https://twitter.com/undefined/status/907847911794511872
3682,"Lawsuits against Equifax pile up after massive data breach

https://t.co/GhM6tU66y5",2017-09-13 06:06:21,Other,"PhD, MBA, Eng EI Certified",fr,0.0,twitter,[],https://twitter.com/undefined/status/907847902223060997
3683,RT @packet_storm: Chatbot Offers Legal Help To Equifax Data Breach Victims https://t.co/43acgpdYBl #news,2017-09-13 06:06:19,Other,Los Angeles,en,0.0,twitter,[],https://twitter.com/undefined/status/907847895369633793
3684,"@Apple why the iphone x costs 64000 in usa and 89000 in india,please elaborate",2017-09-13 06:06:19,Other,,en,0.0,twitter,"[{'sentiment': 0, 'label': 'usa'}]",https://twitter.com/undefined/status/907847893457031169
3685,@jasssdavidson @Apple I know I'm pre ordering it,2017-09-13 06:06:17,Other,"Newcastle Upon Tyne, England",en,0.0,twitter,[],https://twitter.com/undefined/status/907847886460858375
3686,RT @Amy_Siskind: We are only beginning to understand how @facebook impacted our election. https://t.co/7dBeUfUFxz,2017-09-13 06:06:14,Other,,en,0.0,twitter,[],https://twitter.com/undefined/status/907847874180009986
3687,"Interested in a #job in #Liberal, KS? This could be a great fit: https://t.co/E3dg07Hz6H $M #Macys #WereHiring #Sales #Hiring",2017-09-13 06:06:13,Other,"Knoxville, TN",en,0.0,twitter,"[{'sentiment': 0, 'label': 'fit'}, {'sentiment': 0, 'label': 'ks'}, {'sentiment': 0, 'label': 'm'}]",https://twitter.com/undefined/status/907847869901701120
3688,"RT @CBSThisMorning: ""Our friends at @Apple have generously donated $5 million tonight. Which, coincidentally, is also the price of the… ",2017-09-13 06:06:12,Other,Sector ZZ9 Plural Z Alpha,en,0.0,twitter,[],https://twitter.com/undefined/status/907847862691811328
3689,RT @briankrebs: New logo for all future Equifax stories. https://t.co/lQO4CUmbWb,2017-09-13 06:06:11,Other,O-town,en,0.0,twitter,[],https://twitter.com/undefined/status/907847860137459712
3690,"RT @Fatima_Arya: Muslim women tried to unlock #iPhoneX 
Now they are planning to protest against @Apple at UN Headquarters… ",2017-09-13 06:06:11,Other,India,en,0.0,twitter,[],https://twitter.com/undefined/status/907847860548501506
3691,"RT @OregonTech: @Microsoft announces new collaboration between top polytechnics in OR, WA, &amp; Canada &amp; we're part of it, of course! https://…",2017-09-13 06:06:08,Other,"Klamath Falls, Oregon",en,0.0,twitter,[],https://twitter.com/undefined/status/907847846132699136
3692,"How racist of @Apple, didn't think about all the liberated women in burqa before face recognition feature. https://t.co/Nokjf5JUhX",2017-09-13 06:06:08,Other,भारत,en,0.0,twitter,[],https://twitter.com/undefined/status/907847846761828353
3693,@Apple Hello,2017-09-13 06:06:07,Downsize,India,unknown,0.0,twitter,[],https://twitter.com/undefined/status/907847843381161984
3694,"RT @CryptoJah: Not only does @openbazaar eliminate the need for @amazon , it also eliminates the need for @PayPal and @Visa . $btc #bitcoin…",2017-09-13 06:06:06,Other,Wall Street,en,0.0,twitter,[],https://twitter.com/undefined/status/907847840235388928
3695,@Apple Say hello to some kind of future.,2017-09-13 06:06:05,Other,"Cali by nature, NW by nurture",en,0.0,twitter,[],https://twitter.com/undefined/status/907847834355081218
3696,"RT @Fatima_Arya: Sorry @Apple 
She won't be able to unlock #iPhoneX 

iPhone X is Haram in Islam 😂😂 https://t.co/jnhAlnz51v",2017-09-13 06:06:05,Other,"Bangkok, Thailand",en,0.0,twitter,[],https://twitter.com/undefined/status/907847835047129088
3697,"RT @Crypto_Drozd: I do not care! I am buying! 
$ETC $ETH $BTC $EMC2 $NXT $BTS $ZRX $SNT $DOGE",2017-09-13 06:06:05,Other,Wall Street,en,0.0,twitter,[],https://twitter.com/undefined/status/907847837005832192
3698,RT @bitcoinhacks: #BTC price decreased! Buying @ $3973.68 &amp; Selling @ $3977.64  $btc $eth $etc $neo $dgb $dash $strat $eos $omg $pay $xrp $…,2017-09-13 06:06:04,Other,Wall Street,en,0.20600000000000002,twitter,"[{'sentiment': 0, 'label': 'rt'}, {'sentiment': 0.20600000000000002, 'label': 'eth'}]",https://twitter.com/undefined/status/907847830290747392
3699,RT @TheBubbleBubble: Hedge fund billionaire Julian Robertson warns about stock market bubble: https://t.co/vGIrhgnJov $SPY $DIA $QQQ https:…,2017-09-13 06:06:00,Other,NorCal,en,0.0,twitter,[],https://twitter.com/undefined/status/907847814591512576
3700,"Warehouse Technician – Tananger
https://t.co/qg32MPjiws
#jobb #ecn #ingeniør #konsulenter #oilandgas #ingeniørjobb #warehouse #SAP #logistic",2017-09-13 06:05:55,Deal,Norway,es,0.0,twitter,[],https://twitter.com/undefined/status/907847793116680192
